mot;DÉFINITION;préfixe;suffixe;niveau préfixe;niveau suffixe;unicité préfixe;unicité suffixe;fréq. préfixe;fréq. suffixe
matriarchie;GOUVERNANCE  DE LA MÈRE;matri;archie;1;2;;arche;Moyen;Moyen
matricide;QUI TUE  DE LA MÈRE;matri;cide;1;1;;;Moyen;Frequent
matricule;PETIT(E)  DE LA MÈRE;matri;cule;1;3;;cule;Moyen;Moyen
mécanoélectrique;ÉLECTRIQUE  DE LA MACHINE;mécano;électrique;1;1;mécano;électricité;Moyen;Frequent
mécanogramme;ÉCRITURE  DE LA MACHINE;mécano;gramme;1;2;mécano;gramma;Moyen;Frequent
mécanographe;QUI ÉCRIT  DE LA MACHINE;mécano;graphe;1;2;mécano;grapho;Moyen;Frequent
mécanographie;ÉCRITURE  DE LA MACHINE;mécano;graphie;1;2;mécano;grapho;Moyen;Frequent
mécanographique;ÉCRITURE  DE LA MACHINE;mécano;graphique;1;2;mécano;grapho;Moyen;Frequent
mécanothérapie;MÉDECINE  DE LA MACHINE;mécano;thérapie;1;1;mécano;thérapie;Moyen;Frequent
mégacalorie;CHALEUR  GRAND(E) / MILLION;méga;calorie;1;2;mégalo;calori;Frequent;Rare
mégacéphale;TÊTE  GRAND(E) / MILLION;méga;céphale;1;2;mégalo;;Frequent;Frequent
mégacéphalie;TÊTE  GRAND(E) / MILLION;méga;céphalie;1;2;mégalo;;Frequent;Frequent
mégacère;CORNE  GRAND(E) / MILLION;méga;cère;1;3;mégalo;cérato;Frequent;Frequent
mégacycle;CERCLE  GRAND(E) / MILLION;méga;cycle;1;1;mégalo;cyclo;Frequent;Moyen
mégaderme;PEAU  GRAND(E) / MILLION;méga;derme;1;1;mégalo;;Frequent;Frequent
mégalithe;PIERRE  GRAND(E) / MILLION;méga;lithe;1;2;mégalo;litho;Frequent;Frequent
mégalithique;PIERRE  GRAND(E) / MILLION;méga;lithique;1;2;mégalo;litho;Frequent;Frequent
mégaloblaste;GERME  GRAND(E);mégalo;blaste;1;3;mégalo;;Moyen;Frequent
mégalocéphalie;TÊTE  GRAND(E);mégalo;céphalie;1;2;mégalo;;Moyen;Frequent
mégalocyte;CELLULE  GRAND(E);mégalo;cyte;1;2;mégalo;;Moyen;Frequent
mégalogastrie;VENTRE / ESTOMAC  GRAND(E);mégalo;gastrie;1;2;mégalo;gastro;Moyen;Rare
mégalogone;PROCRÉATION  GRAND(E);mégalo;gone;1;2;mégalo;gono (gonos);Moyen;Frequent
mégalographie;ÉCRITURE  GRAND(E);mégalo;graphie;1;2;mégalo;grapho;Moyen;Frequent
mégalomane;MANIAQUE  GRAND(E);mégalo;mane;1;2;mégalo;mane (mania);Moyen;Frequent
mégalomanie;OBSESSION  GRAND(E);mégalo;manie;1;2;mégalo;mane (mania);Moyen;Frequent
mégalophonie;VOIX  GRAND(E);mégalo;phonie;1;1;mégalo;;Moyen;Frequent
mégalophtalmie;OEIL  GRAND(E);mégal(o);ophtalmie;1;2;mégalo;ophtalmo;Moyen;Moyen
mégalopole;VILLE  GRAND(E);mégalo;pole;1;2;mégalo;;Moyen;Moyen
mégalopsie;VISION  GRAND(E);mégal(o);opsie;1;3;mégalo;;Moyen;Frequent
mégaloptère;AILE  GRAND(E);mégalo;ptère;1;2;mégalo;;Moyen;Frequent
mégalosaure;LÉZARD  GRAND(E);mégalo;saure;1;2;mégalo;;Moyen;Moyen
mégamètre;MESUREUR  GRAND(E) / MILLION;méga;mètre;1;1;mégalo;métro (métron);Frequent;Frequent
mégaphone;VOIX  GRAND(E) / MILLION;méga;phone;1;1;mégalo;;Frequent;Frequent
mégaphylle;FEUILLE  GRAND(E) / MILLION;méga;phylle;1;3;mégalo;;Frequent;Frequent
mégapode;PIED  GRAND(E) / MILLION;méga;pode;1;2;mégalo;;Frequent;Frequent
mégapole;VILLE  GRAND(E) / MILLION;méga;pole;1;2;mégalo;;Frequent;Moyen
mégaptère;AILE  GRAND(E) / MILLION;méga;ptère;1;2;mégalo;;Frequent;Frequent
mégascope;VISIONNEUSE  GRAND(E) / MILLION;méga;scope;1;1;mégalo;scope;Frequent;Frequent
mégasome;CORPS  GRAND(E) / MILLION;méga;some;1;2;mégalo;somato;Frequent;Frequent
mégastome;BOUCHE  GRAND(E) / MILLION;méga;stome;1;3;mégalo;;Frequent;Frequent
mégatherme;CHALEUR  GRAND(E) / MILLION;méga;therme;1;1;mégalo;thermo;Frequent;Moyen
mégatome;COUPURE  GRAND(E) / MILLION;méga;tome;1;2;mégalo;tomo;Frequent;Frequent
mélanagogue;MENEUR  NOIR(E);mélan;agogue;3;2;;agogie : guider;Moyen;Moyen
mélanémie;SANG  NOIR(E);mélan;émie;3;3;;;Moyen;Frequent
mélangée;TERRE  NOIR(E);mélan;gée;3;3;;;Moyen;Moyen
mélanique;À PROPOS  NOIR(E);mélan;ique;3;2;;;Moyen;Frequent
mélanisme;DOCTRINE / ÉTAT / PROFESSION  NOIR(E);mélan;isme;3;2;;;Moyen;Frequent
mélanite;INFLAMMATION  NOIR(E);mélan;ite;3;2;;;Moyen;Frequent
mélanoblaste;GERME  NOIR(E);mélano;blaste;3;3;;;Frequent;Frequent
mélanocéphale;TÊTE  NOIR(E);mélano;céphale;3;2;;;Frequent;Frequent
mélanocinèse;MOUVEMENT  NOIR(E);mélano;cinèse;3;2;;cinèse;Frequent;Moyen
mélanocrate;GOUVERNEUR  NOIR(E);mélano;crate;3;1;;crate;Frequent;Moyen
mélanocyte;CELLULE  NOIR(E);mélano;cyte;3;2;;;Frequent;Frequent
mélanoderme;PEAU  NOIR(E);mélano;derme;3;1;;;Frequent;Frequent
mélanodermie;PEAU  NOIR(E);mélano;dermie;3;1;;;Frequent;Moyen
mélanodontie;DENT  NOIR(E);mélan(o);odontie;3;3;;;Frequent;Moyen
mélanogenèse;CRÉATION  NOIR(E);mélano;genèse;3;2;;gène;Frequent;Frequent
mélanoglossie;LANGUE  NOIR(E);mélano;glossie;3;3;;glosso;Frequent;Moyen
mélanoïde;APPARENCE  NOIR(E);mélano;ïde;3;3;;;Frequent;Frequent
mélanome;TUMEUR  NOIR(E);mélan;ome;3;2;;;Moyen;Frequent
mélanopathie;MALADIE  NOIR(E);mélano;pathie;3;2;;patho (souffrance);Frequent;Frequent
mélanophore;PORTEUR  NOIR(E);mélano;phore;3;3;;phore;Frequent;Frequent
mélanotrope;ORIENTATION  NOIR(E);mélano;trope;3;2;;trope;Frequent;Frequent
mélanurie;URINE  NOIR(E);mélan;urie;3;2;;;Moyen;Frequent
mélodrame;THÉÂTRE  DU CHANT;mélo;drame;3;1;mélos : chant;;Moyen;Moyen
mélographie;ÉCRITURE  DU MEMBRE;mélo;graphie;3;2;mélos : membre;grapho;Moyen;Frequent
mélomane;MANIAQUE  DU CHANT;mélo;mane;3;2;mélos : chant;mane (mania);Moyen;Frequent
mélomanie;OBSESSION  DU CHANT;mélo;manie;3;2;mélos : chant;mane (mania);Moyen;Frequent
mélomèle;MEMBRE  DU MEMBRE;mélo;mèle;3;3;mélos : membre;mélos : membre;Moyen;Moyen
mélomélie;MEMBRE  DU MEMBRE;mélo;mélie;3;3;mélos : membre;mélos : membre;Moyen;Moyen
mélophage;MANGEUR  DU MEMBRE;mélo;phage;3;2;mélos : membre;phago;Moyen;Frequent
mélophone;VOIX  DU MEMBRE;mélo;phone;3;1;mélos : membre;;Moyen;Frequent
méloplaste;MODELEUR  DU MEMBRE;mélo;plaste;3;3;mélos : membre;plasmo;Moyen;Moyen
méloplastie;FAÇONNEMENT  DU CHANT;mélo;plastie;3;3;mélos : chant;plasmo;Moyen;Frequent
mélothérapie;MÉDECINE  DU CHANT;mélo;thérapie;3;1;mélos : chant;thérapie;Moyen;Frequent
mélotomie;DÉCOUPE  DU MEMBRE;mélo;tomie;3;2;mélos : membre;tomo;Moyen;Frequent
ménocyte;CELLULE  MENSUEL(LE) -> PÉRIODIQUE;méno;cyte;2;2;;;Moyen;Frequent
ménopause;CESSATION  MENSUEL(LE) -> PÉRIODIQUE;méno;pause;2;2;;;Moyen;Moyen
ménorragie;ÉCOULEMENT  MENSUEL(LE) -> PÉRIODIQUE;méno;rragie;2;2;;;Moyen;Frequent
ménorrhée;ÉCOULEMENT  MENSUEL(LE) -> PÉRIODIQUE;méno;rrhée;2;2;;;Moyen;Frequent
ménostasie;ARRÊT  MENSUEL(LE) -> PÉRIODIQUE;méno;stasie;2;2;;statos;Moyen;Moyen
ménotaxie;DISPOSITION  MENSUEL(LE) -> PÉRIODIQUE;méno;taxie;2;3;;;Moyen;Frequent
mésobiotique;VIE  DU MILIEU;méso;biotique;3;1;;bio;Frequent;Moyen
mésoblaste;GERME  DU MILIEU;méso;blaste;3;3;;;Frequent;Frequent
mésocardie;CŒUR  DU MILIEU;méso;cardie;3;1;;;Frequent;Moyen
mésocarpe;FRUIT  DU MILIEU;méso;carpe;3;3;;karpos : fruit;Frequent;Frequent
mésocentre;CENTRE  DU MILIEU;méso;centre;3;1;;centro;Frequent;Moyen
mésocéphale;TÊTE  DU MILIEU;méso;céphale;3;2;;;Frequent;Frequent
mésocéphalie;TÊTE  DU MILIEU;méso;céphalie;3;2;;;Frequent;Frequent
mésocéphalique;TÊTE  DU MILIEU;méso;céphalique;3;2;;;Frequent;Rare
mésochrone;TEMPS  DU MILIEU;méso;chrone;3;1;;chrono;Frequent;Moyen
mésoclaste;CASSEUR  DU MILIEU;méso;claste;3;3;;clase;Frequent;Moyen
mésocrate;GOUVERNEUR  DU MILIEU;méso;crate;3;1;;crate;Frequent;Moyen
mésoderme;PEAU  DU MILIEU;méso;derme;3;1;;;Frequent;Frequent
mésodermique;PEAU  DU MILIEU;méso;dermique;3;1;;;Frequent;Frequent
mésogastre;VENTRE / ESTOMAC  DU MILIEU;méso;gastre;3;2;;gastro;Frequent;Moyen
mésogastrique;VENTRE / ESTOMAC  DU MILIEU;méso;gastrique;3;2;;gastro;Frequent;Moyen
mésognathie;MÂCHOIRE  DU MILIEU;méso;gnathie;3;3;;;Frequent;Moyen
mésolabe;PRISE  DU MILIEU;méso;labe;3;3;;;Frequent;Moyen
mésolithique;PIERRE  DU MILIEU;méso;lithique;3;2;;litho;Frequent;Frequent
mésologie;ÉTUDE  DU MILIEU;méso;logie;3;1;;logo;Frequent;Frequent
mésologique;ÉTUDE  DU MILIEU;méso;logique;3;1;;logo;Frequent;Frequent
mésomère;PARTIE  DU MILIEU;méso;mère;3;3;;;Frequent;Frequent
mésomètre;MATRICE  DU MILIEU;méso;mètre;3;1;;métro (mêtra);Frequent;Frequent
mésométrie;MESURE  DU MILIEU;méso;métrie;3;1;;métro (métron);Frequent;Frequent
mésomorphe;FORME  DU MILIEU;méso;morphe;3;1;;morpho;Frequent;Frequent
mésomorphie;FORME  DU MILIEU;méso;morphie;3;1;;morpho;Frequent;Moyen
mésomorphique;FORME  DU MILIEU;méso;morphique;3;1;;morpho;Frequent;Moyen
mésomorphisme;FORME  DU MILIEU;méso;morphisme;3;1;;morpho;Frequent;Frequent
mésopause;CESSATION  DU MILIEU;méso;pause;3;2;;;Frequent;Moyen
mésophile;AMOUREUX  DU MILIEU;méso;phile;3;1;;philo;Frequent;Frequent
mésophylle;FEUILLE  DU MILIEU;méso;phylle;3;3;;;Frequent;Frequent
mésophyte;VÉGÉTAL  DU MILIEU;méso;phyte;3;2;;;Frequent;Frequent
mésopithèque;SINGE  DU MILIEU;méso;pithèque;3;2;;;Frequent;Moyen
mésoscaphe;VÉHICULE  DU MILIEU;méso;scaphe;3;2;;scaphe;Frequent;Moyen
mésoscopique;EXAMEN  DU MILIEU;méso;scopique;3;1;;scope;Frequent;Frequent
mésosphère;SPHÈRE  DU MILIEU;méso;sphère;3;1;;;Frequent;Frequent
mésosphérique;SPHÈRE  DU MILIEU;méso;sphérique;3;1;;;Frequent;Frequent
mésostome;BOUCHE  DU MILIEU;méso;stome;3;3;;;Frequent;Frequent
mésothérapeute;MÉDECIN  DU MILIEU;méso;thérapeute;3;1;;thérapie;Frequent;Moyen
mésothérapie;MÉDECINE  DU MILIEU;méso;thérapie;3;1;;thérapie;Frequent;Frequent
mésotherme;CHALEUR  DU MILIEU;méso;therme;3;1;;thermo;Frequent;Moyen
mésotype;EMPREINTE  DU MILIEU;méso;type;3;2;;;Frequent;Frequent
mésozoaire;ANIMAL  DU MILIEU;méso;zoaire;3;1;;;Frequent;Frequent
mésozoïque;ANIMAL  DU MILIEU;méso;zoïque;3;1;;;Frequent;Moyen
métabole;JET  AU-DELÀ / APRÈS;méta;bole;2;3;;;Frequent;Moyen
métabolique;JET  AU-DELÀ / APRÈS;méta;bolique;2;3;;;Frequent;Moyen
métabolisme;JET  AU-DELÀ / APRÈS;méta;bolisme;2;3;;;Frequent;Moyen
métacarpe;POIGNET  AU-DELÀ / APRÈS;méta;carpe;2;3;;karpos : poignet;Frequent;Frequent
métacentre;CENTRE  AU-DELÀ / APRÈS;méta;centre;2;1;;centro;Frequent;Moyen
métacentrique;CENTRÉ  AU-DELÀ / APRÈS;méta;centrique;2;1;;centro;Frequent;Frequent
métachronisme;TEMPORALITÉ  AU-DELÀ / APRÈS;méta;chronisme;2;1;;chrono;Frequent;Moyen
métagenèse;CRÉATION  AU-DELÀ / APRÈS;méta;genèse;2;2;;gène;Frequent;Frequent
métagramme;ÉCRITURE  AU-DELÀ / APRÈS;méta;gramme;2;2;;gramma;Frequent;Frequent
métallation;ACTION  DU MÉTAL;métall;ation;1;2;;ation;Frequent;Frequent
métallémie;SANG  DU MÉTAL;métall;émie;1;3;;;Frequent;Frequent
métallique;À PROPOS  DU MÉTAL;métall;ique;1;2;;;Frequent;Frequent
métalliste;ADEPTE / SPÉCIALISTE  DU MÉTAL;métall;iste;1;2;;;Frequent;Frequent
métallochimie;CHIMIE  DU MÉTAL;métallo;chimie;1;1;;chimie;Moyen;Frequent
métallochimique;CHIMIQUE  DU MÉTAL;métallo;chimique;1;1;;chimie;Moyen;Frequent
métallochromie;COULEUR  DU MÉTAL;métallo;chromie;1;1;;chromo;Moyen;Frequent
métallogénie;DÉVELOPPEMENT  DU MÉTAL;métallo;génie;1;2;;gène;Moyen;Frequent
métallogénique;DÉVELOPPEMENT  DU MÉTAL;métallo;génique;1;2;;gène;Moyen;Frequent
métallographe;QUI ÉCRIT  DU MÉTAL;métallo;graphe;1;2;;grapho;Moyen;Frequent
métallographie;ÉCRITURE  DU MÉTAL;métallo;graphie;1;2;;grapho;Moyen;Frequent
métallographique;ÉCRITURE  DU MÉTAL;métallo;graphique;1;2;;grapho;Moyen;Frequent
métalloïde;APPARENCE  DU MÉTAL;métallo;ïde;1;3;;;Moyen;Frequent
métallomètre;MESUREUR  DU MÉTAL;métallo;mètre;1;1;;métro (métron);Moyen;Frequent
métallophone;VOIX  DU MÉTAL;métallo;phone;1;1;;;Moyen;Frequent
métalloplastique;FAÇONNEMENT  DU MÉTAL;métallo;plastique;1;3;;plasmo;Moyen;Frequent
métallostatique;ARRÊT  DU MÉTAL;métallo;statique;1;2;;statos;Moyen;Frequent
métallothérapie;MÉDECINE  DU MÉTAL;métallo;thérapie;1;1;;thérapie;Moyen;Frequent
métallothermie;CHALEUR  DU MÉTAL;métallo;thermie;1;1;;thermo;Moyen;Frequent
métallurge;TRAVAILLEUR  DU MÉTAL;métall;urge;1;2;;ergo;Frequent;Rare
métallurgie;TRAVAIL  DU MÉTAL;métall;urgie;1;2;;ergo;Frequent;Moyen
métallurgique;TRAVAIL  DU MÉTAL;métall;urgique;1;2;;ergo;Frequent;Moyen
métallurgiste;TRAVAILLEUR  DU MÉTAL;métall;urgiste;1;2;;ergo;Frequent;Rare
métalogique;ÉTUDE  AU-DELÀ / APRÈS;méta;logique;2;1;;logo;Frequent;Frequent
métalogisme;ÉTUDE  AU-DELÀ / APRÈS;méta;logisme;2;1;;logo;Frequent;Frequent
métamagnétique;AIMANTATION  AU-DELÀ / APRÈS;méta;magnétique;2;1;;magnéto;Frequent;Moyen
métamagnétisme;AIMANTATION  AU-DELÀ / APRÈS;méta;magnétisme;2;1;;magnéto;Frequent;Moyen
métamère;PARTIE  AU-DELÀ / APRÈS;méta;mère;2;3;;;Frequent;Frequent
métamorphe;FORME  AU-DELÀ / APRÈS;méta;morphe;2;1;;morpho;Frequent;Frequent
métamorphie;FORME  AU-DELÀ / APRÈS;méta;morphie;2;1;;morpho;Frequent;Moyen
métamorphique;FORME  AU-DELÀ / APRÈS;méta;morphique;2;1;;morpho;Frequent;Moyen
métamorphisme;FORME  AU-DELÀ / APRÈS;méta;morphisme;2;1;;morpho;Frequent;Frequent
métamorphose;FORME  AU-DELÀ / APRÈS;méta;morphose;2;1;;morpho;Frequent;Moyen
métaphasique;DIRE  AU-DELÀ / APRÈS;méta;phasique;2;3;;;Frequent;Moyen
métaphonie;VOIX  AU-DELÀ / APRÈS;méta;phonie;2;1;;;Frequent;Frequent
métaphonique;VOIX  AU-DELÀ / APRÈS;méta;phonique;2;1;;;Frequent;Frequent
métaphore;PORTEUR  AU-DELÀ / APRÈS;méta;phore;2;3;;phore;Frequent;Frequent
métaphorique;PORTEUR  AU-DELÀ / APRÈS;méta;phorique;2;3;;phore;Frequent;Moyen
métaphyse;PRODUCTION / CROISSANCE  AU-DELÀ / APRÈS;méta;physe;2;3;;;Frequent;Moyen
métaphysicien;PHYSICIEN  AU-DELÀ / APRÈS;méta;physicien;2;1;;physique;Frequent;Moyen
métaphysique;PHYSIQUE  AU-DELÀ / APRÈS;méta;physique;2;1;;physique;Frequent;Frequent
métaplasie;FAÇONNEMENT  AU-DELÀ / APRÈS;méta;plasie;2;3;;plasmo;Frequent;Frequent
métaplasme;FORMÉ(E) DE  AU-DELÀ / APRÈS;méta;plasme;2;3;;plasmo;Frequent;Moyen
métaplastique;FAÇONNEMENT  AU-DELÀ / APRÈS;méta;plastique;2;3;;plasmo;Frequent;Frequent
métasomatique;CORPS  AU-DELÀ / APRÈS;méta;somatique;2;2;;somato;Frequent;Rare
métasomatisme;CORPS  AU-DELÀ / APRÈS;méta;somatisme;2;2;;somato;Frequent;Rare
métastable;STABLE  AU-DELÀ / APRÈS;méta;stable;2;1;;;Frequent;Moyen
métastase;ARRÊT  AU-DELÀ / APRÈS;méta;stase;2;2;;statos;Frequent;Moyen
métastatique;ARRÊT  AU-DELÀ / APRÈS;méta;statique;2;2;;statos;Frequent;Frequent
métatopie;LIEU  AU-DELÀ / APRÈS;méta;topie;2;2;;;Frequent;Moyen
métatropique;ATTIRANCE  AU-DELÀ / APRÈS;méta;tropique;2;2;;trope;Frequent;Moyen
métatypie;EMPREINTE  AU-DELÀ / APRÈS;méta;typie;2;2;;;Frequent;Moyen
métazoaire;ANIMAL  AU-DELÀ / APRÈS;méta;zoaire;2;1;;;Frequent;Frequent
métazoïque;ANIMAL  AU-DELÀ / APRÈS;méta;zoïque;2;1;;;Frequent;Moyen
météogramme;ÉCRITURE  DU CIEL;météo;gramme;1;2;météoro;gramma;Rare;Frequent
météorognosie;CONNAISSANCE  DU CIEL;météoro;gnosie;1;2;météoro;;Frequent;Frequent
météorographe;QUI ÉCRIT  DU CIEL;météoro;graphe;1;2;météoro;grapho;Frequent;Frequent
météorographie;ÉCRITURE  DU CIEL;météoro;graphie;1;2;météoro;grapho;Frequent;Frequent
météorographique;ÉCRITURE  DU CIEL;météoro;graphique;1;2;météoro;grapho;Frequent;Frequent
météoroïde;APPARENCE  DU CIEL;météoro;ïde;1;3;météoro;;Frequent;Frequent
météorolithe;PIERRE  DU CIEL;météoro;lithe;1;2;météoro;litho;Frequent;Frequent
météorologie;ÉTUDE  DU CIEL;météoro;logie;1;1;météoro;logo;Frequent;Frequent
météorologique;ÉTUDE  DU CIEL;météoro;logique;1;1;météoro;logo;Frequent;Frequent
météorologiste;SPÉCIALISTE  DU CIEL;météoro;logiste;1;1;météoro;logo;Frequent;Frequent
météorologue;SPÉCIALISTE / DISCOURS  DU CIEL;météoro;logue;1;1;météoro;logo;Frequent;Frequent
météoromancie;PRÉDICTION  DU CIEL;météoro;mancie;1;2;météoro;mancie;Frequent;Frequent
météoromancien;PRÉDICTEUR  DU CIEL;météoro;mancien;1;2;météoro;mancie;Frequent;Moyen
météoronomie;LOI  DU CIEL;météoro;nomie;1;2;météoro;;Frequent;Frequent
météoropathie;MALADIE  DU CIEL;météoro;pathie;1;2;météoro;patho (souffrance);Frequent;Frequent
météoroscope;VISIONNEUSE  DU CIEL;météoro;scope;1;1;météoro;scope;Frequent;Frequent
météoroscopie;EXAMEN  DU CIEL;météoro;scopie;1;1;météoro;scope;Frequent;Frequent
météorotrope;ORIENTATION  DU CIEL;météoro;trope;1;2;météoro;trope;Frequent;Frequent
métralgie;DOULEUR  DE LA MATRICE;métr;algie;3;2;métro (mêtra);algos;Moyen;Frequent
métralgique;DOULEUR  DE LA MATRICE;métr;algique;3;2;métro (mêtra);algos;Moyen;Moyen
métreur;AGENT / QUALITÉ  DE LA MESURE;métr;eur;3;2;métro (métron);;Moyen;Frequent
métreuse;AGENTE / QUALITÉ  DE LA MESURE;métr;euse;3;2;métro (métron);;Moyen;Frequent
métrite;INFLAMMATION  DE LA MATRICE;métr;ite;3;2;métro (mêtra);;Moyen;Frequent
métrocèle;TUMEUR / HERNIE  DE LA MATRICE;métro;cèle;3;3;métro (mêtra);;Frequent;Frequent
métrocyte;CELLULE  DE LA MATRICE;métro;cyte;3;2;métro (mêtra);;Frequent;Frequent
métrodynie;ÉNERGIE  DE LA MATRICE;métro;dynie;3;2;métro (mêtra);dyne;Frequent;Frequent
métrographe;QUI ÉCRIT  DE LA MATRICE;métro;graphe;3;2;métro (mêtra);grapho;Frequent;Frequent
métrographie;ÉCRITURE  DE LA MATRICE;métro;graphie;3;2;métro (mêtra);grapho;Frequent;Frequent
métrologie;ÉTUDE  DE LA MESURE;métro;logie;3;1;métro (métron);logo;Frequent;Frequent
métrologique;ÉTUDE  DE LA MESURE;métro;logique;3;1;métro (métron);logo;Frequent;Frequent
métrologiste;SPÉCIALISTE  DE LA MESURE;métro;logiste;3;1;métro (métron);logo;Frequent;Frequent
métrologue;SPÉCIALISTE / DISCOURS  DE LA MESURE;métro;logue;3;1;métro (métron);logo;Frequent;Frequent
métromane;MANIAQUE  DE LA MESURE;métro;mane;3;2;métro (métron);mane (mania);Frequent;Frequent
métromanie;OBSESSION  DE LA MESURE;métro;manie;3;2;métro (métron);mane (mania);Frequent;Frequent
métromètre;MESUREUR  DE LA MESURE;métro;mètre;3;1;métro (métron);métro (métron);Frequent;Frequent
métronome;LOI  DE LA MESURE;métro;nome;3;2;métro (métron);;Frequent;Frequent
métronomie;LOI  DE LA MESURE;métro;nomie;3;2;métro (métron);;Frequent;Frequent
métronomique;LOI  DE LA MESURE;métro;nomique;3;2;métro (métron);;Frequent;Frequent
métropathie;MALADIE  DE LA MATRICE;métro;pathie;3;2;métro (mêtra);patho (souffrance);Frequent;Frequent
métropole;VILLE  DE LA MATRICE;métro;pole;3;2;métro (mêtra);;Frequent;Moyen
métroptose;CHUTE  DE LA MATRICE;métro;ptose;3;3;métro (mêtra);;Frequent;Frequent
métrorragie;ÉCOULEMENT  DE LA MATRICE;métro;rragie;3;2;métro (mêtra);;Frequent;Frequent
métrorrhée;ÉCOULEMENT  DE LA MATRICE;métro;rrhée;3;2;métro (mêtra);;Frequent;Frequent
métrotomie;DÉCOUPE  DE LA MATRICE;métro;tomie;3;2;métro (mêtra);tomo;Frequent;Frequent
micelle;PETIT(E)  DE LA MOITIÉ;mi;celle;1;1;mi;celle;Moyen;Moyen
microbie;VIE  PETIT(E);micro;bie;1;1;micro;bio;Frequent;Moyen
microbiote;VIE  PETIT(E);micro;biote;1;1;micro;bio;Frequent;Moyen
microbiotique;VIE  PETIT(E);micro;biotique;1;1;micro;bio;Frequent;Moyen
microblaste;GERME  PETIT(E);micro;blaste;1;3;micro;;Frequent;Frequent
microcardie;CŒUR  PETIT(E);micro;cardie;1;1;micro;;Frequent;Moyen
microcéphale;TÊTE  PETIT(E);micro;céphale;1;2;micro;;Frequent;Frequent
microcéphalie;TÊTE  PETIT(E);micro;céphalie;1;2;micro;;Frequent;Frequent
microcère;CORNE  PETIT(E);micro;cère;1;3;micro;cérato;Frequent;Frequent
microchimie;CHIMIE  PETIT(E);micro;chimie;1;1;micro;chimie;Frequent;Frequent
microchimique;CHIMIQUE  PETIT(E);micro;chimique;1;1;micro;chimie;Frequent;Frequent
microcline;INCLINAISON  PETIT(E);micro;cline;1;2;micro;clino : inclinaison;Frequent;Moyen
microcoque;GRAINE -> BACTÉRIE  PETIT(E);micro;coque;1;3;micro;;Frequent;Moyen
microcosme;UNIVERS  PETIT(E);micro;cosme;1;1;micro;cosmo;Frequent;Rare
microcosmique;UNIVERSALITÉ  PETIT(E);micro;cosmique;1;1;micro;cosmo;Frequent;Rare
microculture;CULTURE  PETIT(E);micro;culture;1;2;micro;cult;Frequent;Frequent
microcyte;CELLULE  PETIT(E);micro;cyte;1;2;micro;;Frequent;Frequent
microdactyle;DOIGT  PETIT(E);micro;dactyle;1;2;micro;dactylo;Frequent;Frequent
microdactylie;DOIGT  PETIT(E);micro;dactylie;1;2;micro;dactylo;Frequent;Moyen
microdonte;DENT  PETIT(E);micr(o);odonte;1;3;micro;;Frequent;Frequent
microdontie;DENT  PETIT(E);micr(o);odontie;1;3;micro;;Frequent;Moyen
microflore;FLEUR  PETIT(E);micro;flore;1;1;micro;flore;Frequent;Moyen
microforme;FORME  PETIT(E);micro;forme;1;1;micro;forme;Frequent;Frequent
microgale;LAIT  PETIT(E);micro;gale;1;3;micro;gala;Frequent;Moyen
microgastrie;VENTRE / ESTOMAC  PETIT(E);micro;gastrie;1;2;micro;gastro;Frequent;Rare
microglosse;LANGUE  PETIT(E);micro;glosse;1;3;micro;glosso;Frequent;Frequent
microglossie;LANGUE  PETIT(E);micro;glossie;1;3;micro;glosso;Frequent;Moyen
micrognathie;MÂCHOIRE  PETIT(E);micro;gnathie;1;3;micro;;Frequent;Moyen
microgramme;GRAMME  PETIT(E);micro;gramme;1;2;micro;scrupulum;Frequent;Frequent
micrographe;QUI ÉCRIT  PETIT(E);micro;graphe;1;2;micro;grapho;Frequent;Frequent
micrographie;ÉCRITURE  PETIT(E);micro;graphie;1;2;micro;grapho;Frequent;Frequent
micrographique;ÉCRITURE  PETIT(E);micro;graphique;1;2;micro;grapho;Frequent;Frequent
microlithe;PIERRE  PETIT(E);micro;lithe;1;2;micro;litho;Frequent;Frequent
microlithique;PIERRE  PETIT(E);micro;lithique;1;2;micro;litho;Frequent;Frequent
micrologie;ÉTUDE  PETIT(E);micro;logie;1;1;micro;logo;Frequent;Frequent
micrologique;ÉTUDE  PETIT(E);micro;logique;1;1;micro;logo;Frequent;Frequent
micrologue;SPÉCIALISTE / DISCOURS  PETIT(E);micro;logue;1;1;micro;logo;Frequent;Frequent
micromastie;SEIN  PETIT(E);micro;mastie;1;3;micro;;Frequent;Moyen
micromélie;MEMBRE  PETIT(E);micro;mélie;1;3;micro;mélos : membre;Frequent;Moyen
micromètre;MESUREUR  PETIT(E);micro;mètre;1;1;micro;métro (métron);Frequent;Frequent
micrométrie;MESURE  PETIT(E);micro;métrie;1;1;micro;métro (métron);Frequent;Frequent
micrométrique;MESURAGE  PETIT(E);micro;métrique;1;1;micro;métro (métron);Frequent;Frequent
microphage;MANGEUR  PETIT(E);micro;phage;1;2;micro;phago;Frequent;Frequent
microphagie;ALIMENTATION  PETIT(E);micro;phagie;1;2;micro;phago;Frequent;Frequent
microphone;VOIX  PETIT(E);micro;phone;1;1;micro;;Frequent;Frequent
microphonie;VOIX  PETIT(E);micro;phonie;1;1;micro;;Frequent;Frequent
microphonique;VOIX  PETIT(E);micro;phonique;1;1;micro;;Frequent;Frequent
